Date,Document,Supplier Name,Payment Ref #Invoice number,Description,Debit (Amount Owed),Credit (Payments/Credit Notes Applied)
11/8/2024,Invoice,Total,PINV2094,Gasoline Delivery,18300.0,
11/8/2024,Payment,Engen,PAY_PINV2094,Payment for PINV2094,,18300.0
11/8/2024,Invoice,Total,PINV2405,Gasoline Delivery,37500.0,
11/8/2024,Payment,Engen,PAY_PINV2405,Payment for PINV2405,,37500.0
11/8/2024,Invoice,Total,PINV2379,Gasoline Delivery,36900.0,
11/8/2024,Payment,Engen,PAY_PINV2379,Payment for PINV2379,,36900.0
11/8/2024,Invoice,Total,PINV2309,Gasoline Delivery,31500.0,
11/8/2024,Payment,Engen,PAY_PINV2309,Payment for PINV2309,,31500.0
11/8/2024,Invoice,Total,PINV2201,Gasoline Delivery,33500.0,
11/8/2024,Payment,Engen,PAY_PINV2201,Payment for PINV2201,,33500.0
11/8/2024,Invoice,Total,PINV2191,Diesel Delivery,34200.0,
11/8/2024,Payment,Engen,PAY_PINV2191,Payment for PINV2191,,34200.0
11/8/2024,Invoice,Total,PINV2399,Gasoline Delivery,39600.0,
11/8/2024,Payment,Engen,PAY_PINV2399,Payment for PINV2399,,39600.0
11/8/2024,Invoice,Total,PINV2159,Diesel Delivery,33900.0,
11/8/2024,Payment,Engen,PAY_PINV2159,Payment for PINV2159,,33900.0
11/8/2024,Invoice,Total,PINV2349,Diesel Delivery,19050.0,
11/8/2024,Payment,Engen,PAY_PINV2349,Payment for PINV2349,,19050.0
11/9/2024,Invoice,Total,PINV2429,Diesel Delivery,15900.0,
11/9/2024,Payment,Engen,PAY_PINV2429,Payment for PINV2429,,15900.0
11/9/2024,Invoice,Total,PINV2222,Gasoline Delivery,25600.0,
11/9/2024,Payment,Engen,PAY_PINV2222,Payment for PINV2222,,25600.0
11/9/2024,Invoice,Total,PINV2022,Gasoline Delivery,27750.0,
11/9/2024,Payment,Engen,PAY_PINV2022,Payment for PINV2022,,27750.0
11/9/2024,Invoice,Total,PINV2221,Diesel Delivery,33300.0,
11/9/2024,Payment,Engen,PAY_PINV2221,Payment for PINV2221,,33300.0
11/10/2024,Invoice,Total,PINV2062,Diesel Delivery,25600.0,
11/10/2024,Payment,Engen,PAY_PINV2062,Payment for PINV2062,,25600.0
11/10/2024,Invoice,Total,PINV2325,Gasoline Delivery,32250.0,
11/10/2024,Payment,Engen,PAY_PINV2325,Payment for PINV2325,,32250.0
11/10/2024,Invoice,Total,PINV2080,Diesel Delivery,34800.0,
11/10/2024,Payment,Engen,PAY_PINV2080,Payment for PINV2080,,34800.0
11/10/2024,Invoice,Total,PINV2186,Gasoline Delivery,24400.0,
11/10/2024,Payment,Engen,PAY_PINV2186,Payment for PINV2186,,24400.0
11/10/2024,Invoice,Total,PINV2410,Diesel Delivery,18600.0,
11/10/2024,Payment,Engen,PAY_PINV2410,Payment for PINV2410,,18600.0
11/11/2024,Invoice,Total,PINV2289,Diesel Delivery,34200.0,
11/11/2024,Payment,Engen,PAY_PINV2289,Payment for PINV2289,,34200.0
11/11/2024,Invoice,Total,PINV2056,Gasoline Delivery,32250.0,
11/11/2024,Payment,Engen,PAY_PINV2056,Payment for PINV2056,,32250.0
11/11/2024,Invoice,Total,PINV2283,Diesel Delivery,16200.0,
11/11/2024,Payment,Engen,PAY_PINV2283,Payment for PINV2283,,16200.0
11/11/2024,Invoice,Total,PINV2404,Gasoline Delivery,31750.0,
11/11/2024,Payment,Engen,PAY_PINV2404,Payment for PINV2404,,31750.0
11/11/2024,Invoice,Total,PINV2317,Gasoline Delivery,33000.0,
11/11/2024,Payment,Engen,PAY_PINV2317,Payment for PINV2317,,33000.0
11/11/2024,Invoice,Total,PINV2326,Gasoline Delivery,22200.0,
11/11/2024,Payment,Engen,PAY_PINV2326,Payment for PINV2326,,22200.0
11/12/2024,Invoice,Total,PINV2038,Diesel Delivery,38100.0,
11/12/2024,Payment,Engen,PAY_PINV2038,Payment for PINV2038,,38100.0
11/12/2024,Invoice,Total,PINV2286,Gasoline Delivery,22200.0,
11/12/2024,Payment,Engen,PAY_PINV2286,Payment for PINV2286,,22200.0
11/12/2024,Invoice,Total,PINV2196,Gasoline Delivery,30250.0,
11/12/2024,Payment,Engen,PAY_PINV2196,Payment for PINV2196,,30250.0
11/12/2024,Invoice,Total,PINV2550,Gasoline Delivery,40500.0,
11/12/2024,Payment,Engen,PAY_PINV2550,Payment for PINV2550,,40500.0
11/12/2024,Invoice,Total,PINV2297,Gasoline Delivery,23000.0,
11/12/2024,Payment,Engen,PAY_PINV2297,Payment for PINV2297,,23000.0
11/12/2024,Invoice,Total,PINV2134,Diesel Delivery,16800.0,
11/12/2024,Payment,Engen,PAY_PINV2134,Payment for PINV2134,,16800.0
11/12/2024,Invoice,Total,PINV2087,Gasoline Delivery,19500.0,
11/12/2024,Payment,Engen,PAY_PINV2087,Payment for PINV2087,,19500.0
11/13/2024,Invoice,Total,PINV2445,Gasoline Delivery,20250.0,
11/13/2024,Payment,Engen,PAY_PINV2445,Payment for PINV2445,,20250.0
11/13/2024,Invoice,Total,PINV2285,Diesel Delivery,24600.0,
11/13/2024,Payment,Engen,PAY_PINV2285,Payment for PINV2285,,24600.0
11/13/2024,Invoice,Total,PINV2263,Diesel Delivery,31800.0,
11/13/2024,Payment,Engen,PAY_PINV2263,Payment for PINV2263,,31800.0
11/13/2024,Invoice,Total,PINV2345,Gasoline Delivery,18900.0,
11/13/2024,Payment,Engen,PAY_PINV2345,Payment for PINV2345,,18900.0
11/13/2024,Invoice,Total,PINV2290,Diesel Delivery,17550.0,
11/13/2024,Payment,Engen,PAY_PINV2290,Payment for PINV2290,,17550.0
11/13/2024,Invoice,Total,PINV2155,Diesel Delivery,38100.0,
11/13/2024,Payment,Engen,PAY_PINV2155,Payment for PINV2155,,38100.0
11/13/2024,Invoice,Total,PINV2347,Diesel Delivery,27500.0,
11/13/2024,Payment,Engen,PAY_PINV2347,Payment for PINV2347,,27500.0
11/13/2024,Invoice,Total,PINV2132,Gasoline Delivery,29750.0,
11/13/2024,Payment,Engen,PAY_PINV2132,Payment for PINV2132,,29750.0
11/14/2024,Invoice,Total,PINV2244,Diesel Delivery,32500.0,
11/14/2024,Payment,Engen,PAY_PINV2244,Payment for PINV2244,,32500.0
11/14/2024,Invoice,Total,PINV2078,Diesel Delivery,23600.0,
11/14/2024,Payment,Engen,PAY_PINV2078,Payment for PINV2078,,23600.0
11/14/2024,Invoice,Total,PINV2074,Diesel Delivery,31500.0,
11/14/2024,Payment,Engen,PAY_PINV2074,Payment for PINV2074,,31500.0
11/14/2024,Invoice,Total,PINV2323,Gasoline Delivery,33750.0,
11/14/2024,Payment,Engen,PAY_PINV2323,Payment for PINV2323,,33750.0
11/14/2024,Invoice,Total,PINV2316,Gasoline Delivery,30500.0,
11/14/2024,Payment,Engen,PAY_PINV2316,Payment for PINV2316,,30500.0
11/14/2024,Invoice,Total,PINV2246,Gasoline Delivery,32000.0,
11/14/2024,Payment,Engen,PAY_PINV2246,Payment for PINV2246,,32000.0
11/15/2024,Invoice,Total,PINV2530,Gasoline Delivery,19650.0,
11/15/2024,Payment,Engen,PAY_PINV2530,Payment for PINV2530,,19650.0
11/15/2024,Invoice,Total,PINV2018,Gasoline Delivery,16800.0,
11/15/2024,Payment,Engen,PAY_PINV2018,Payment for PINV2018,,16800.0
11/15/2024,Invoice,Total,PINV2417,Diesel Delivery,33600.0,
11/15/2024,Payment,Engen,PAY_PINV2417,Payment for PINV2417,,33600.0
11/15/2024,Invoice,Total,PINV2293,Gasoline Delivery,38400.0,
11/15/2024,Payment,Engen,PAY_PINV2293,Payment for PINV2293,,38400.0
11/16/2024,Invoice,Total,PINV2395,Gasoline Delivery,38100.0,
11/16/2024,Payment,Engen,PAY_PINV2395,Payment for PINV2395,,38100.0
11/16/2024,Invoice,Total,PINV2070,Gasoline Delivery,38100.0,
11/16/2024,Payment,Engen,PAY_PINV2070,Payment for PINV2070,,38100.0
11/16/2024,Invoice,Total,PINV2318,Gasoline Delivery,18750.0,
11/16/2024,Payment,Engen,PAY_PINV2318,Payment for PINV2318,,18750.0
11/16/2024,Invoice,Total,PINV2098,Gasoline Delivery,40200.0,
11/16/2024,Payment,Engen,PAY_PINV2098,Payment for PINV2098,,40200.0
11/17/2024,Invoice,Total,PINV2079,Diesel Delivery,23400.0,
11/17/2024,Payment,Engen,PAY_PINV2079,Payment for PINV2079,,23400.0
11/17/2024,Invoice,Total,PINV2287,Diesel Delivery,37800.0,
11/17/2024,Payment,Engen,PAY_PINV2287,Payment for PINV2287,,37800.0
11/17/2024,Invoice,Total,PINV2529,Gasoline Delivery,18300.0,
11/17/2024,Payment,Engen,PAY_PINV2529,Payment for PINV2529,,18300.0
11/17/2024,Invoice,Total,PINV2066,Gasoline Delivery,25000.0,
11/17/2024,Payment,Engen,PAY_PINV2066,Payment for PINV2066,,25000.0
11/17/2024,Invoice,Total,PINV2157,Diesel Delivery,34200.0,
11/17/2024,Payment,Engen,PAY_PINV2157,Payment for PINV2157,,34200.0
11/18/2024,Invoice,Total,PINV2169,Gasoline Delivery,19650.0,
11/18/2024,Payment,Engen,PAY_PINV2169,Payment for PINV2169,,19650.0
11/18/2024,Invoice,Total,PINV2390,Gasoline Delivery,22800.0,
11/18/2024,Payment,Engen,PAY_PINV2390,Payment for PINV2390,,22800.0
11/19/2024,Invoice,Total,PINV2305,Diesel Delivery,22800.0,
11/19/2024,Payment,Engen,PAY_PINV2305,Payment for PINV2305,,22800.0
11/19/2024,Invoice,Total,PINV2478,Gasoline Delivery,32000.0,
11/19/2024,Payment,Engen,PAY_PINV2478,Payment for PINV2478,,32000.0
11/19/2024,Invoice,Total,PINV2110,Diesel Delivery,30250.0,
11/19/2024,Payment,Engen,PAY_PINV2110,Payment for PINV2110,,30250.0
11/19/2024,Invoice,Total,PINV2434,Gasoline Delivery,24200.0,
11/19/2024,Payment,Engen,PAY_PINV2434,Payment for PINV2434,,24200.0
11/20/2024,Invoice,Total,PINV2456,Gasoline Delivery,39000.0,
11/20/2024,Payment,Engen,PAY_PINV2456,Payment for PINV2456,,39000.0
11/20/2024,Invoice,Total,PINV2198,Diesel Delivery,36300.0,
11/20/2024,Payment,Engen,PAY_PINV2198,Payment for PINV2198,,36300.0
11/20/2024,Invoice,Total,PINV2145,Diesel Delivery,21200.0,
11/20/2024,Payment,Engen,PAY_PINV2145,Payment for PINV2145,,21200.0
11/20/2024,Invoice,Total,PINV2507,Gasoline Delivery,26000.0,
11/20/2024,Payment,Engen,PAY_PINV2507,Payment for PINV2507,,26000.0
11/20/2024,Invoice,Total,PINV2050,Gasoline Delivery,29500.0,
11/20/2024,Payment,Engen,PAY_PINV2050,Payment for PINV2050,,29500.0
11/20/2024,Invoice,Total,PINV2257,Gasoline Delivery,18300.0,
11/20/2024,Payment,Engen,PAY_PINV2257,Payment for PINV2257,,18300.0
11/20/2024,Invoice,Total,PINV2301,Gasoline Delivery,25200.0,
11/20/2024,Payment,Engen,PAY_PINV2301,Payment for PINV2301,,25200.0
11/21/2024,Invoice,Total,PINV2342,Diesel Delivery,36000.0,
11/21/2024,Payment,Engen,PAY_PINV2342,Payment for PINV2342,,36000.0
11/21/2024,Invoice,Total,PINV2325,Diesel Delivery,36300.0,
11/21/2024,Payment,Engen,PAY_PINV2325,Payment for PINV2325,,36300.0
11/21/2024,Invoice,Total,PINV2332,Diesel Delivery,19200.0,
11/21/2024,Payment,Engen,PAY_PINV2332,Payment for PINV2332,,19200.0
11/21/2024,Invoice,Total,PINV2059,Diesel Delivery,28000.0,
11/21/2024,Payment,Engen,PAY_PINV2059,Payment for PINV2059,,28000.0
11/21/2024,Invoice,Total,PINV2502,Gasoline Delivery,32750.0,
11/21/2024,Payment,Engen,PAY_PINV2502,Payment for PINV2502,,32750.0
11/22/2024,Invoice,Total,PINV2322,Gasoline Delivery,18000.0,
11/22/2024,Payment,Engen,PAY_PINV2322,Payment for PINV2322,,18000.0
11/22/2024,Invoice,Total,PINV2294,Gasoline Delivery,29250.0,
11/22/2024,Payment,Engen,PAY_PINV2294,Payment for PINV2294,,29250.0
11/22/2024,Invoice,Total,PINV2346,Diesel Delivery,26750.0,
11/22/2024,Payment,Engen,PAY_PINV2346,Payment for PINV2346,,26750.0
11/22/2024,Invoice,Total,PINV2415,Gasoline Delivery,16800.0,
11/22/2024,Payment,Engen,PAY_PINV2415,Payment for PINV2415,,16800.0
11/22/2024,Invoice,Total,PINV2423,Gasoline Delivery,23400.0,
11/22/2024,Payment,Engen,PAY_PINV2423,Payment for PINV2423,,23400.0
11/23/2024,Invoice,Total,PINV2338,Diesel Delivery,18600.0,
11/23/2024,Payment,Engen,PAY_PINV2338,Payment for PINV2338,,18600.0
11/23/2024,Invoice,Total,PINV2277,Diesel Delivery,38400.0,
11/23/2024,Payment,Engen,PAY_PINV2277,Payment for PINV2277,,38400.0
11/23/2024,Invoice,Total,PINV2280,Diesel Delivery,17550.0,
11/23/2024,Payment,Engen,PAY_PINV2280,Payment for PINV2280,,17550.0
11/23/2024,Invoice,Total,PINV2513,Gasoline Delivery,17550.0,
11/23/2024,Payment,Engen,PAY_PINV2513,Payment for PINV2513,,17550.0
11/23/2024,Invoice,Total,PINV2548,Gasoline Delivery,17100.0,
11/23/2024,Payment,Engen,PAY_PINV2548,Payment for PINV2548,,17100.0
11/23/2024,Invoice,Total,PINV2542,Gasoline Delivery,18300.0,
11/23/2024,Payment,Engen,PAY_PINV2542,Payment for PINV2542,,18300.0
11/24/2024,Invoice,Total,PINV2093,Diesel Delivery,18900.0,
11/24/2024,Payment,Engen,PAY_PINV2093,Payment for PINV2093,,18900.0
11/24/2024,Invoice,Total,PINV2034,Diesel Delivery,26750.0,
11/24/2024,Payment,Engen,PAY_PINV2034,Payment for PINV2034,,26750.0
11/24/2024,Invoice,Total,PINV2112,Gasoline Delivery,26200.0,
11/24/2024,Payment,Engen,PAY_PINV2112,Payment for PINV2112,,26200.0
11/24/2024,Invoice,Total,PINV2073,Diesel Delivery,29000.0,
11/24/2024,Payment,Engen,PAY_PINV2073,Payment for PINV2073,,29000.0
11/25/2024,Invoice,Total,PINV2187,Diesel Delivery,23400.0,
11/25/2024,Payment,Engen,PAY_PINV2187,Payment for PINV2187,,23400.0
11/25/2024,Invoice,Total,PINV2413,Gasoline Delivery,28000.0,
11/25/2024,Payment,Engen,PAY_PINV2413,Payment for PINV2413,,28000.0
11/25/2024,Invoice,Total,PINV2017,Diesel Delivery,15750.0,
11/25/2024,Payment,Engen,PAY_PINV2017,Payment for PINV2017,,15750.0
11/25/2024,Invoice,Total,PINV2355,Gasoline Delivery,27750.0,
11/25/2024,Payment,Engen,PAY_PINV2355,Payment for PINV2355,,27750.0
11/25/2024,Invoice,Total,PINV2056,Diesel Delivery,17850.0,
11/25/2024,Payment,Engen,PAY_PINV2056,Payment for PINV2056,,17850.0
11/25/2024,Invoice,Total,PINV2165,Gasoline Delivery,18000.0,
11/25/2024,Payment,Engen,PAY_PINV2165,Payment for PINV2165,,18000.0
11/26/2024,Invoice,Total,PINV2397,Diesel Delivery,31250.0,
11/26/2024,Payment,Engen,PAY_PINV2397,Payment for PINV2397,,31250.0
11/26/2024,Invoice,Total,PINV2013,Gasoline Delivery,18750.0,
11/26/2024,Payment,Engen,PAY_PINV2013,Payment for PINV2013,,18750.0
11/26/2024,Invoice,Total,PINV2462,Gasoline Delivery,24000.0,
11/26/2024,Payment,Engen,PAY_PINV2462,Payment for PINV2462,,24000.0
11/26/2024,Invoice,Total,PINV2094,Diesel Delivery,25400.0,
11/26/2024,Payment,Engen,PAY_PINV2094,Payment for PINV2094,,25400.0
11/26/2024,Invoice,Total,PINV2313,Gasoline Delivery,29750.0,
11/26/2024,Payment,Engen,PAY_PINV2313,Payment for PINV2313,,29750.0
11/27/2024,Invoice,Total,PINV2009,Diesel Delivery,36300.0,
11/27/2024,Payment,Engen,PAY_PINV2009,Payment for PINV2009,,36300.0
11/27/2024,Invoice,Total,PINV2327,Diesel Delivery,31500.0,
11/27/2024,Payment,Engen,PAY_PINV2327,Payment for PINV2327,,31500.0
11/27/2024,Invoice,Total,PINV2080,Gasoline Delivery,23800.0,
11/27/2024,Payment,Engen,PAY_PINV2080,Payment for PINV2080,,23800.0
11/27/2024,Invoice,Total,PINV2107,Gasoline Delivery,35100.0,
11/27/2024,Payment,Engen,PAY_PINV2107,Payment for PINV2107,,35100.0
11/28/2024,Invoice,Total,PINV2163,Diesel Delivery,25200.0,
11/28/2024,Payment,Engen,PAY_PINV2163,Payment for PINV2163,,25200.0
11/28/2024,Invoice,Total,PINV2451,Gasoline Delivery,22000.0,
11/28/2024,Payment,Engen,PAY_PINV2451,Payment for PINV2451,,22000.0
11/28/2024,Invoice,Total,PINV2191,Gasoline Delivery,24400.0,
11/28/2024,Payment,Engen,PAY_PINV2191,Payment for PINV2191,,24400.0
11/28/2024,Invoice,Total,PINV2479,Gasoline Delivery,33000.0,
11/28/2024,Payment,Engen,PAY_PINV2479,Payment for PINV2479,,33000.0
11/28/2024,Invoice,Total,PINV2096,Diesel Delivery,33300.0,
11/28/2024,Payment,Engen,PAY_PINV2096,Payment for PINV2096,,33300.0
11/29/2024,Invoice,Total,PINV2305,Gasoline Delivery,31000.0,
11/29/2024,Payment,Engen,PAY_PINV2305,Payment for PINV2305,,31000.0
11/29/2024,Invoice,Total,PINV2268,Gasoline Delivery,23400.0,
11/29/2024,Payment,Engen,PAY_PINV2268,Payment for PINV2268,,23400.0
11/29/2024,Invoice,Total,PINV2179,Diesel Delivery,22000.0,
11/29/2024,Payment,Engen,PAY_PINV2179,Payment for PINV2179,,22000.0
11/29/2024,Invoice,Total,PINV2203,Diesel Delivery,25800.0,
11/29/2024,Payment,Engen,PAY_PINV2203,Payment for PINV2203,,25800.0
11/29/2024,Invoice,Total,PINV2069,Diesel Delivery,21600.0,
11/29/2024,Payment,Engen,PAY_PINV2069,Payment for PINV2069,,21600.0
11/29/2024,Invoice,Total,PINV2343,Gasoline Delivery,37200.0,
11/29/2024,Payment,Engen,PAY_PINV2343,Payment for PINV2343,,37200.0
11/29/2024,Invoice,Total,PINV2248,Diesel Delivery,36000.0,
11/29/2024,Payment,Engen,PAY_PINV2248,Payment for PINV2248,,36000.0
11/30/2024,Invoice,Total,PINV2100,Gasoline Delivery,36000.0,
11/30/2024,Payment,Engen,PAY_PINV2100,Payment for PINV2100,,36000.0
11/30/2024,Invoice,Total,PINV2302,Diesel Delivery,30000.0,
11/30/2024,Payment,Engen,PAY_PINV2302,Payment for PINV2302,,30000.0
11/30/2024,Invoice,Total,PINV2187,Gasoline Delivery,30000.0,
11/30/2024,Payment,Engen,PAY_PINV2187,Payment for PINV2187,,30000.0
11/30/2024,Invoice,Total,PINV2049,Gasoline Delivery,24400.0,
11/30/2024,Payment,Engen,PAY_PINV2049,Payment for PINV2049,,24400.0
11/30/2024,Invoice,Total,PINV2228,Gasoline Delivery,28250.0,
11/30/2024,Payment,Engen,PAY_PINV2228,Payment for PINV2228,,28250.0
11/30/2024,Invoice,Total,PINV2084,Diesel Delivery,33600.0,
11/30/2024,Payment,Engen,PAY_PINV2084,Payment for PINV2084,,33600.0
11/30/2024,Invoice,Total,PINV2014,Gasoline Delivery,33500.0,
11/30/2024,Payment,Engen,PAY_PINV2014,Payment for PINV2014,,33500.0
12/1/2024,Invoice,Total,PINV2030,Diesel Delivery,15750.0,
12/1/2024,Payment,Engen,PAY_PINV2030,Payment for PINV2030,,15750.0
12/1/2024,Invoice,Total,PINV2003,Diesel Delivery,22200.0,
12/1/2024,Payment,Engen,PAY_PINV2003,Payment for PINV2003,,22200.0
12/1/2024,Invoice,Total,PINV2536,Gasoline Delivery,16500.0,
12/1/2024,Payment,Engen,PAY_PINV2536,Payment for PINV2536,,16500.0
12/1/2024,Invoice,Total,PINV2358,Diesel Delivery,16350.0,
12/1/2024,Payment,Engen,PAY_PINV2358,Payment for PINV2358,,16350.0
12/2/2024,Invoice,Total,PINV2416,Gasoline Delivery,38400.0,
12/2/2024,Payment,Engen,PAY_PINV2416,Payment for PINV2416,,38400.0
12/2/2024,Invoice,Total,PINV2111,Diesel Delivery,16650.0,
12/2/2024,Payment,Engen,PAY_PINV2111,Payment for PINV2111,,16650.0
12/2/2024,Invoice,Total,PINV2169,Diesel Delivery,28250.0,
12/2/2024,Payment,Engen,PAY_PINV2169,Payment for PINV2169,,28250.0
12/3/2024,Invoice,Total,PINV2321,Gasoline Delivery,33900.0,
12/3/2024,Payment,Engen,PAY_PINV2321,Payment for PINV2321,,33900.0
12/3/2024,Invoice,Total,PINV2455,Diesel Delivery,17250.0,
12/3/2024,Payment,Engen,PAY_PINV2455,Payment for PINV2455,,17250.0
12/3/2024,Invoice,Total,PINV2220,Gasoline Delivery,26200.0,
12/3/2024,Payment,Engen,PAY_PINV2220,Payment for PINV2220,,26200.0
12/3/2024,Invoice,Total,PINV2007,Diesel Delivery,17550.0,
12/3/2024,Payment,Engen,PAY_PINV2007,Payment for PINV2007,,17550.0
12/3/2024,Invoice,Total,PINV2218,Diesel Delivery,31750.0,
12/3/2024,Payment,Engen,PAY_PINV2218,Payment for PINV2218,,31750.0
12/3/2024,Invoice,Total,PINV2408,Diesel Delivery,18600.0,
12/3/2024,Payment,Engen,PAY_PINV2408,Payment for PINV2408,,18600.0
12/3/2024,Invoice,Total,PINV2258,Gasoline Delivery,17400.0,
12/3/2024,Payment,Engen,PAY_PINV2258,Payment for PINV2258,,17400.0
12/3/2024,Invoice,Total,PINV2033,Gasoline Delivery,33250.0,
12/3/2024,Payment,Engen,PAY_PINV2033,Payment for PINV2033,,33250.0
12/3/2024,Invoice,Total,PINV2393,Diesel Delivery,27250.0,
12/3/2024,Payment,Engen,PAY_PINV2393,Payment for PINV2393,,27250.0
12/3/2024,Invoice,Total,PINV2176,Gasoline Delivery,33000.0,
12/3/2024,Payment,Engen,PAY_PINV2176,Payment for PINV2176,,33000.0
12/3/2024,Invoice,Total,PINV2068,Diesel Delivery,19050.0,
12/3/2024,Payment,Engen,PAY_PINV2068,Payment for PINV2068,,19050.0
12/3/2024,Invoice,Total,PINV2126,Diesel Delivery,31750.0,
12/3/2024,Payment,Engen,PAY_PINV2126,Payment for PINV2126,,31750.0
12/3/2024,Invoice,Total,PINV2520,Gasoline Delivery,31500.0,
12/3/2024,Payment,Engen,PAY_PINV2520,Payment for PINV2520,,31500.0
12/4/2024,Invoice,Total,PINV2036,Diesel Delivery,27000.0,
12/4/2024,Payment,Engen,PAY_PINV2036,Payment for PINV2036,,27000.0
12/4/2024,Invoice,Total,PINV2232,Gasoline Delivery,33600.0,
12/4/2024,Payment,Engen,PAY_PINV2232,Payment for PINV2232,,33600.0
12/4/2024,Invoice,Total,PINV2006,Diesel Delivery,17400.0,
12/4/2024,Payment,Engen,PAY_PINV2006,Payment for PINV2006,,17400.0
12/4/2024,Invoice,Total,PINV2064,Gasoline Delivery,27750.0,
12/4/2024,Payment,Engen,PAY_PINV2064,Payment for PINV2064,,27750.0
12/4/2024,Invoice,Total,PINV2418,Gasoline Delivery,26400.0,
12/4/2024,Payment,Engen,PAY_PINV2418,Payment for PINV2418,,26400.0
12/4/2024,Invoice,Total,PINV2019,Diesel Delivery,18000.0,
12/4/2024,Payment,Engen,PAY_PINV2019,Payment for PINV2019,,18000.0
12/5/2024,Invoice,Total,PINV2062,Gasoline Delivery,19650.0,
12/5/2024,Payment,Engen,PAY_PINV2062,Payment for PINV2062,,19650.0
12/5/2024,Invoice,Total,PINV2110,Gasoline Delivery,22400.0,
12/5/2024,Payment,Engen,PAY_PINV2110,Payment for PINV2110,,22400.0
12/5/2024,Invoice,Total,PINV2256,Diesel Delivery,27750.0,
12/5/2024,Payment,Engen,PAY_PINV2256,Payment for PINV2256,,27750.0
12/5/2024,Invoice,Total,PINV2255,Gasoline Delivery,32250.0,
12/5/2024,Payment,Engen,PAY_PINV2255,Payment for PINV2255,,32250.0
12/5/2024,Invoice,Total,PINV2049,Diesel Delivery,32250.0,
12/5/2024,Payment,Engen,PAY_PINV2049,Payment for PINV2049,,32250.0
12/5/2024,Invoice,Total,PINV2314,Gasoline Delivery,31250.0,
12/5/2024,Payment,Engen,PAY_PINV2314,Payment for PINV2314,,31250.0
12/5/2024,Invoice,Total,PINV2464,Gasoline Delivery,18000.0,
12/5/2024,Payment,Engen,PAY_PINV2464,Payment for PINV2464,,18000.0
12/5/2024,Invoice,Total,PINV2065,Diesel Delivery,27000.0,
12/5/2024,Payment,Engen,PAY_PINV2065,Payment for PINV2065,,27000.0
12/6/2024,Invoice,Total,PINV2030,Gasoline Delivery,18750.0,
12/6/2024,Payment,Engen,PAY_PINV2030,Payment for PINV2030,,18750.0
12/6/2024,Invoice,Total,PINV2216,Gasoline Delivery,29000.0,
12/6/2024,Payment,Engen,PAY_PINV2216,Payment for PINV2216,,29000.0
12/6/2024,Invoice,Total,PINV2190,Gasoline Delivery,33500.0,
12/6/2024,Payment,Engen,PAY_PINV2190,Payment for PINV2190,,33500.0
12/6/2024,Invoice,Total,PINV2157,Gasoline Delivery,25200.0,
12/6/2024,Payment,Engen,PAY_PINV2157,Payment for PINV2157,,25200.0
12/7/2024,Invoice,Total,PINV2058,Gasoline Delivery,26000.0,
12/7/2024,Payment,Engen,PAY_PINV2058,Payment for PINV2058,,26000.0
12/7/2024,Invoice,Total,PINV2376,Gasoline Delivery,32250.0,
12/7/2024,Payment,Engen,PAY_PINV2376,Payment for PINV2376,,32250.0
12/7/2024,Invoice,Total,PINV2360,Gasoline Delivery,18450.0,
12/7/2024,Payment,Engen,PAY_PINV2360,Payment for PINV2360,,18450.0
12/7/2024,Invoice,Total,PINV2015,Gasoline Delivery,35100.0,
12/7/2024,Payment,Engen,PAY_PINV2015,Payment for PINV2015,,35100.0
12/7/2024,Invoice,Total,PINV2509,Gasoline Delivery,36300.0,
12/7/2024,Payment,Engen,PAY_PINV2509,Payment for PINV2509,,36300.0
12/7/2024,Invoice,Total,PINV2389,Gasoline Delivery,32750.0,
12/7/2024,Payment,Engen,PAY_PINV2389,Payment for PINV2389,,32750.0
12/7/2024,Invoice,Total,PINV2275,Gasoline Delivery,33600.0,
12/7/2024,Payment,Engen,PAY_PINV2275,Payment for PINV2275,,33600.0
12/8/2024,Invoice,Total,PINV2284,Gasoline Delivery,18150.0,
12/8/2024,Payment,Engen,PAY_PINV2284,Payment for PINV2284,,18150.0
12/8/2024,Invoice,Total,PINV2441,Diesel Delivery,21000.0,
12/8/2024,Payment,Engen,PAY_PINV2441,Payment for PINV2441,,21000.0
12/8/2024,Invoice,Total,PINV2468,Gasoline Delivery,38400.0,
12/8/2024,Payment,Engen,PAY_PINV2468,Payment for PINV2468,,38400.0
12/9/2024,Invoice,Total,PINV2250,Diesel Delivery,17100.0,
12/9/2024,Payment,Engen,PAY_PINV2250,Payment for PINV2250,,17100.0
12/9/2024,Invoice,Total,PINV2236,Diesel Delivery,25600.0,
12/9/2024,Payment,Engen,PAY_PINV2236,Payment for PINV2236,,25600.0
12/9/2024,Invoice,Total,PINV2147,Diesel Delivery,17550.0,
12/9/2024,Payment,Engen,PAY_PINV2147,Payment for PINV2147,,17550.0
12/9/2024,Invoice,Total,PINV2450,Diesel Delivery,28250.0,
12/9/2024,Payment,Engen,PAY_PINV2450,Payment for PINV2450,,28250.0
12/10/2024,Invoice,Total,PINV2185,Diesel Delivery,30500.0,
12/10/2024,Payment,Engen,PAY_PINV2185,Payment for PINV2185,,30500.0
12/10/2024,Invoice,Total,PINV2057,Gasoline Delivery,29250.0,
12/10/2024,Payment,Engen,PAY_PINV2057,Payment for PINV2057,,29250.0
12/10/2024,Invoice,Total,PINV2205,Gasoline Delivery,24400.0,
